49723,23394,3,2020-09-18T20:11:04+05:30
49723,23395,3,2020-09-18T20:11:04+05:30
49723,23396,3,2020-09-18T20:11:04+05:30
31336,20976,3,2020-09-18T20:08:30+05:30
49721,19853,3,2020-09-18T20:02:20+05:30
49721,19860,3,2020-09-18T20:02:20+05:30
49721,19861,3,2020-09-18T20:02:20+05:30
29987,20976,3,2020-09-18T20:00:11+05:30
49722,22136,3,2020-09-18T19:59:44+05:30
49722,22133,3,2020-09-18T19:59:44+05:30
49722,22134,3,2020-09-18T19:59:44+05:30
1432,20976,3,2020-09-18T19:59:10+05:30
2234,20976,3,2020-09-18T19:51:41+05:30
49719,21960,3,2020-09-18T19:47:14+05:30
49719,21959,3,2020-09-18T19:47:14+05:30
49719,21958,3,2020-09-18T19:47:14+05:30
362,21942,3,2020-09-18T19:46:01+05:30
362,22087,3,2020-09-18T19:46:01+05:30
362,22089,3,2020-09-18T19:46:01+05:30
1878,21269,3,2020-09-18T19:31:57+05:30
49715,21678,3,2020-09-18T19:07:58+05:30
49715,21682,3,2020-09-18T19:07:58+05:30
49715,21787,3,2020-09-18T19:07:58+05:30
49715,21788,3,2020-09-18T19:07:58+05:30
1750,22836,3,2020-09-18T19:02:25+05:30
1750,22856,3,2020-09-18T19:02:25+05:30
1750,22837,3,2020-09-18T19:02:25+05:30
1750,22838,3,2020-09-18T19:02:25+05:30
1750,22839,3,2020-09-18T19:02:25+05:30
1750,22840,3,2020-09-18T19:02:25+05:30
1750,22841,3,2020-09-18T19:02:25+05:30
1750,22842,3,2020-09-18T19:02:25+05:30
1750,22843,3,2020-09-18T19:02:25+05:30
1750,22845,3,2020-09-18T19:02:25+05:30
1750,22846,3,2020-09-18T19:02:25+05:30
1750,22849,3,2020-09-18T19:02:25+05:30
1750,22850,3,2020-09-18T19:02:25+05:30
1750,22852,3,2020-09-18T19:02:25+05:30
1750,22853,3,2020-09-18T19:02:25+05:30
1750,22854,3,2020-09-18T19:02:25+05:30
1750,22809,3,2020-09-18T19:02:25+05:30
1750,22855,3,2020-09-18T19:02:25+05:30
38138,19376,3,2020-09-18T18:40:43+05:30
45422,19627,3,2020-09-18T18:32:51+05:30
45422,21315,3,2020-09-18T18:32:51+05:30
45422,22362,3,2020-09-18T18:32:51+05:30
15155,22208,3,2020-09-18T18:30:19+05:30
15155,22384,3,2020-09-18T18:30:19+05:30
2749,22221,3,2020-09-18T18:25:01+05:30
35339,22206,3,2020-09-18T18:16:10+05:30
35339,22208,3,2020-09-18T18:16:10+05:30
35339,22384,3,2020-09-18T18:16:10+05:30
45948,21682,3,2020-09-18T18:10:54+05:30
45948,21683,3,2020-09-18T18:10:54+05:30
49711,21662,3,2020-09-18T17:56:10+05:30
49711,21663,3,2020-09-18T17:56:10+05:30
49709,17803,3,2020-09-18T17:31:55+05:30
46656,21682,3,2020-09-18T16:50:08+05:30
46656,21788,3,2020-09-18T16:50:08+05:30
46656,21943,3,2020-09-18T16:50:08+05:30
46656,22695,3,2020-09-18T16:50:08+05:30
47907,21425,3,2020-09-18T16:43:12+05:30
47907,21424,3,2020-09-18T16:43:12+05:30
47907,21426,3,2020-09-18T16:43:12+05:30
47907,21499,3,2020-09-18T16:43:12+05:30
47907,21500,3,2020-09-18T16:43:12+05:30
47907,21502,3,2020-09-18T16:43:12+05:30
47907,21503,3,2020-09-18T16:43:12+05:30
47907,22859,3,2020-09-18T16:43:12+05:30
44693,22206,3,2020-09-18T16:27:10+05:30
43239,21992,3,2020-09-18T16:20:23+05:30
31286,21663,3,2020-09-18T16:17:03+05:30
42387,22502,3,2020-09-18T16:12:12+05:30
42387,19625,3,2020-09-18T16:12:12+05:30
42387,20129,3,2020-09-18T16:12:12+05:30
42387,20130,3,2020-09-18T16:12:12+05:30
42387,22225,3,2020-09-18T16:12:12+05:30
49706,22211,3,2020-09-18T16:08:38+05:30
49706,22629,3,2020-09-18T16:08:38+05:30
381,19497,3,2020-09-18T15:52:40+05:30
49699,19630,3,2020-09-18T15:42:19+05:30
49699,19631,3,2020-09-18T15:42:19+05:30
49699,19633,3,2020-09-18T15:42:19+05:30
49699,19747,3,2020-09-18T15:42:19+05:30
49699,19847,3,2020-09-18T15:42:19+05:30
49699,19849,3,2020-09-18T15:42:19+05:30
49699,21238,3,2020-09-18T15:42:19+05:30
49699,23090,3,2020-09-18T15:42:19+05:30
43426,19849,3,2020-09-18T15:32:41+05:30
43426,19497,3,2020-09-18T15:32:41+05:30
43426,19619,3,2020-09-18T15:32:41+05:30
43426,19624,3,2020-09-18T15:32:41+05:30
43426,19631,3,2020-09-18T15:32:41+05:30
43426,19818,3,2020-09-18T15:32:41+05:30
43426,19825,3,2020-09-18T15:32:41+05:30
1281,19621,3,2020-09-18T15:22:33+05:30
1281,19631,3,2020-09-18T15:22:33+05:30
1281,19817,3,2020-09-18T15:22:33+05:30
1281,20133,3,2020-09-18T15:22:33+05:30
1281,21991,3,2020-09-18T15:22:33+05:30
473,19818,3,2020-09-18T15:08:18+05:30
473,19825,3,2020-09-18T15:08:18+05:30
473,19850,3,2020-09-18T15:08:18+05:30
473,19868,3,2020-09-18T15:08:18+05:30
38721,21262,3,2020-09-18T14:24:23+05:30
46056,21682,3,2020-09-18T14:17:13+05:30
46056,21683,3,2020-09-18T14:17:13+05:30
46056,21788,3,2020-09-18T14:17:13+05:30
49695,21425,3,2020-09-18T13:48:22+05:30
49695,21424,3,2020-09-18T13:48:22+05:30
49695,21426,3,2020-09-18T13:48:22+05:30
49695,22858,3,2020-09-18T13:48:22+05:30
49695,22859,3,2020-09-18T13:48:22+05:30
13974,19817,3,2020-09-18T13:46:43+05:30
13974,19825,3,2020-09-18T13:46:43+05:30
13974,20119,3,2020-09-18T13:46:43+05:30
13974,22289,3,2020-09-18T13:46:43+05:30
13974,22290,3,2020-09-18T13:46:43+05:30
14774,21252,3,2020-09-18T13:40:25+05:30
14774,21302,3,2020-09-18T13:40:25+05:30
4577,21263,3,2020-09-18T13:33:59+05:30
39627,21262,3,2020-09-18T13:30:24+05:30
49691,21467,3,2020-09-18T13:02:52+05:30
49691,21473,3,2020-09-18T13:02:52+05:30
49691,21498,3,2020-09-18T13:02:52+05:30
49691,21499,3,2020-09-18T13:02:52+05:30
49691,21500,3,2020-09-18T13:02:52+05:30
49691,22858,3,2020-09-18T13:02:52+05:30
49691,22859,3,2020-09-18T13:02:52+05:30
37480,20127,3,2020-09-18T12:44:33+05:30
37480,21212,3,2020-09-18T12:44:33+05:30
49687,22837,3,2020-09-18T12:21:53+05:30
49687,22839,3,2020-09-18T12:21:53+05:30
49687,22846,3,2020-09-18T12:21:53+05:30
49687,22849,3,2020-09-18T12:21:53+05:30
49687,22851,3,2020-09-18T12:21:53+05:30
1444,19390,3,2020-09-18T12:18:48+05:30
1444,19376,3,2020-09-18T12:18:48+05:30
